,ST,ST_conf
x1,0.16100763138414348,0.02378048120049762
x2,0.3175486936940272,0.038716634830365644
x3,0.5594933038914968,0.05914229093080974
x4,0.07427890535860962,0.009746171283811283
x5,0.02109277867610848,0.004859340215972083
