,S2,S2_conf
"('x1', 'x2')",0.011983764388401486,0.04337799975523352
"('x1', 'x3')",0.009913987726166917,0.043018637495734695
"('x1', 'x4')",0.009297030429416108,0.04008620463468007
"('x1', 'x5')",0.0011806133537144506,0.04087377628743052
"('x2', 'x3')",0.08843558932375511,0.08994267966605408
"('x2', 'x4')",0.0020975357166437593,0.0885313875975779
"('x2', 'x5')",-0.02718683632160547,0.08536291970418969
"('x3', 'x4')",0.0397395847387319,0.060228722677707756
"('x3', 'x5')",-0.01870854573542556,0.055161155259133884
"('x4', 'x5')",0.0025935651948852945,0.04922065034468004
