,S2,S2_conf
"('x1', 'x2')",-0.010163899341568083,0.06193352083754381
"('x1', 'x3')",-0.003150868087038239,0.046069623132375635
"('x1', 'x4')",-0.00961513833930288,0.04531670028545476
"('x1', 'x5')",-0.010979926813666196,0.048005287681362065
"('x2', 'x3')",0.04231917103947075,0.09305387173711842
"('x2', 'x4')",0.002208760020279317,0.08902510672059151
"('x2', 'x5')",-0.006272885486402249,0.08248500957638588
"('x3', 'x4')",-0.003021151351865252,0.06097047831661222
"('x3', 'x5')",0.002200956622961778,0.062489902263069906
"('x4', 'x5')",-0.014537378817149156,0.030133006999049455
