,ST,ST_conf
x1,0.20781876381157086,0.007468139168502483
x2,0.1864168160827566,0.005023497271180063
x3,0.5185463345388674,0.012223393425347485
x4,0.1361800502001252,0.005286441805846475
x5,0.11710995434265258,0.0033568153134896626
