,S2,S2_conf
"('x1', 'x2')",0.033503713016825254,0.06863102274269976
"('x1', 'x3')",0.03291224937953301,0.06515190514646782
"('x1', 'x4')",0.07591766690616064,0.08041658693844386
"('x1', 'x5')",0.02788411589953018,0.06463631470280012
"('x2', 'x3')",0.07126318537254797,0.08721852981999122
"('x2', 'x4')",0.09769265344212658,0.09486333706722472
"('x2', 'x5')",-0.004384203629758741,0.08205440074721343
"('x3', 'x4')",0.0077501275434649075,0.06630580762329011
"('x3', 'x5')",0.04629039158591738,0.05875398769274796
"('x4', 'x5')",0.017885449891863282,0.06093079205554892
