,ST,ST_conf
x1,0.10069765879705891,0.013055091693738944
x2,0.7165617175380817,0.0719749600429139
x3,0.39186246230281924,0.04886866111229747
x4,0.15418869716059774,0.01756788576496721
x5,0.07930186452461882,0.01271650322832059
