,S2,S2_conf
"('x1', 'x2')",0.0022890256282620536,0.0068640363107534555
"('x1', 'x3')",0.004672501605936071,0.005902608015200149
"('x1', 'x4')",6.61620217413672e-05,0.006046788531237464
"('x1', 'x5')",-0.00272449894227213,0.005984177105637226
"('x2', 'x3')",0.02558545285433,0.022644298247697252
"('x2', 'x4')",0.019602644803615232,0.02915605380158126
"('x2', 'x5')",-0.0008110273262759088,0.022494009597685036
"('x3', 'x4')",0.008714854573572572,0.01118771019529384
"('x3', 'x5')",-0.0015400336179274944,0.010582836356071731
"('x4', 'x5')",0.0007095583627127538,0.019069612781254113
