,ST,ST_conf
x1,0.14294762409308612,0.005972165182259359
x2,0.37426929283983196,0.011704732179081542
x3,0.5689203365337014,0.01761250106728038
x4,0.0656179640834324,0.002022789915385001
x5,0.022210127366837154,0.0015316525104551058
