,ST,ST_conf
x1,0.16202150328891346,0.025339198473027163
x2,0.32925778435161024,0.04080329598355551
x3,0.4631886995252052,0.04883869220562207
x4,0.07436711765018561,0.015716332045411948
x5,0.1213921940347256,0.013478023097728381
