,S2,S2_conf
"('x1', 'x2')",0.009953880811814364,0.012602039014678984
"('x1', 'x3')",0.00891507033573724,0.0123125404694038
"('x1', 'x4')",0.009974008249176713,0.012601387490733596
"('x1', 'x5')",0.0042193565970829565,0.011219550759006276
"('x2', 'x3')",0.03207368133518608,0.023693462221401822
"('x2', 'x4')",0.06432021131617809,0.02451671171140687
"('x2', 'x5')",0.006018415690370371,0.022752270276297486
"('x3', 'x4')",0.020446519391455142,0.017264731692580304
"('x3', 'x5')",0.0006860373897577959,0.015971875360743897
"('x4', 'x5')",0.005155145296296432,0.01944601352054001
