,S2,S2_conf
"('x1', 'x2')",0.024031168749475473,0.07868890453741752
"('x1', 'x3')",0.02084192604819768,0.08810795392297155
"('x1', 'x4')",0.004298778549955806,0.07616790372416381
"('x1', 'x5')",0.012545284856703531,0.08539516723657394
"('x2', 'x3')",0.008566989118877988,0.08377531024919734
"('x2', 'x4')",0.031368502809566906,0.08030693982160426
"('x2', 'x5')",0.010940804320452024,0.0865910255195248
"('x3', 'x4')",-0.0180498288832949,0.05010598876799695
"('x3', 'x5')",-0.019406986717654617,0.04992403363689825
"('x4', 'x5')",-0.018237688912441957,0.03722750179048656
