,S1,S1_conf
x1,0.11610629442099493,0.033572030718331515
x2,0.08717360807190974,0.04159433719104519
x3,0.4503758891093442,0.06265251874512408
x4,0.04852073272751387,0.04160523921688515
x5,0.029906555490402206,0.022943462369073825
