,S2,S2_conf
"('x1', 'x2')",0.004258711762441331,0.019248804421819067
"('x1', 'x3')",0.024620516822929095,0.02222760354341658
"('x1', 'x4')",0.007256282428519001,0.021311422847367922
"('x1', 'x5')",0.00030988914041487833,0.020327610210643953
"('x2', 'x3')",0.04966956558629726,0.016506323601565186
"('x2', 'x4')",0.02862096791879798,0.01708465856546856
"('x2', 'x5')",0.005770279320849402,0.01576277648391977
"('x3', 'x4')",-0.00810638401796962,0.020563251896678292
"('x3', 'x5')",-0.001648207620432194,0.01846210301709727
"('x4', 'x5')",-0.0012198200016813217,0.014294545575202197
