,ST,ST_conf
x1,0.23672935034637688,0.010417741910408724
x2,0.3849748036326398,0.012683354588983103
x3,0.2457680827646048,0.007490704942795223
x4,0.4374138555285731,0.013436759333063741
x5,0.13927785206754717,0.004279199432269498
