,S2,S2_conf
"('x1', 'x2')",0.007342519032981026,0.07002485321145793
"('x1', 'x3')",0.009298686709596745,0.05927942487197146
"('x1', 'x4')",0.011892970177521778,0.06792320173155594
"('x1', 'x5')",-0.005585716779865885,0.057047606010929584
"('x2', 'x3')",0.08082512731108352,0.07003839173719524
"('x2', 'x4')",-0.003051642554049383,0.07412174374066335
"('x2', 'x5')",-0.012993874012026119,0.06308795901079958
"('x3', 'x4')",0.00885063931961233,0.0558227717084526
"('x3', 'x5')",-0.004127030326280867,0.05876363001969838
"('x4', 'x5')",-0.016067468947000563,0.060177699464407396
