,S2,S2_conf
"('x1', 'x2')",0.0016217307259445701,0.06293503281918426
"('x1', 'x3')",0.0018084553278840398,0.05989584277483749
"('x1', 'x4')",0.0006682092838585681,0.049617805511903375
"('x1', 'x5')",-0.002117504781148735,0.049934285328123384
"('x2', 'x3')",0.02954190178516858,0.09864794320481711
"('x2', 'x4')",-0.0036099610104078604,0.09152948673337372
"('x2', 'x5')",-0.010812187510796697,0.09246054805018075
"('x3', 'x4')",0.01067429677163637,0.06209486724229034
"('x3', 'x5')",0.009158765101940872,0.06351774580960769
"('x4', 'x5')",-0.009637086893997435,0.027772786327508195
