Validation,mean MAPE
Validation1,13.456997921918486
Validation2,11.933125049791476
Validation3,14.887088565099273
Validation4,14.61437643665814
Validation5,12.47055202276884
Validation6,10.301085434291842
Validation7,10.368648252245084
Validation8,11.942540826396945
Validation9,15.669879318796207
Validation10,13.594414356574369
