,S1,S1_conf
x1,0.17583932309143188,0.011158354002302409
x2,0.3661901884199885,0.015222642100052074
x3,0.16566617365661088,0.009370863063856653
x4,0.022869762495648403,0.006497403538808514
x5,0.16075541048780753,0.009254378460033446
