,S2,S2_conf
"('x1', 'x2')",0.015097822377646813,0.01719956189608588
"('x1', 'x3')",0.014280219700392838,0.016435489567867907
"('x1', 'x4')",-1.0847266692676216e-05,0.015743940484164713
"('x1', 'x5')",0.0019755664274697885,0.015898841952438413
"('x2', 'x3')",0.03629657253128937,0.020819447649662846
"('x2', 'x4')",0.01672808093994177,0.019658615132989412
"('x2', 'x5')",0.0018142543177082585,0.01855412835950626
"('x3', 'x4')",0.002860695499864646,0.01656313296313153
"('x3', 'x5')",0.004204516890288385,0.016654493101893715
"('x4', 'x5')",-0.0032580336631323533,0.008322576573326608
