,ST,ST_conf
x1,0.19603239014206045,0.005879657744803996
x2,0.32481733257975964,0.010447464977144098
x3,0.36041747388459017,0.010457318162175563
x4,0.1154754135705553,0.0045744292154420935
x5,0.14834351696133447,0.004490116176507852
