,S2,S2_conf
"('x1', 'x2')",0.03600081083137624,0.02275554965858722
"('x1', 'x3')",0.018360774938689026,0.02102021694697387
"('x1', 'x4')",0.0015362598476587191,0.020596150012073215
"('x1', 'x5')",0.006292135747047942,0.021351990015070817
"('x2', 'x3')",0.03734682881760072,0.025851841365045636
"('x2', 'x4')",0.04169525228233288,0.025672226974293624
"('x2', 'x5')",0.00957431147090411,0.025866605528697607
"('x3', 'x4')",0.0325990335157956,0.016993625770302823
"('x3', 'x5')",0.010528939148363128,0.016103832941731497
"('x4', 'x5')",0.002203859186693316,0.013874984721486466
