,ST,ST_conf
x1,0.30691443337829105,0.01027241657220377
x2,0.48760482266114286,0.015125941944252257
x3,0.6092312044878148,0.017179694275226046
x4,0.3379815346902913,0.013956450197749264
x5,0.12723691772867946,0.007259196780623096
