,ST,ST_conf
x1,0.22481936272808284,0.007193327885318298
x2,0.23801037743655898,0.0068206902853607705
x3,0.15740575486398392,0.005775024731420572
x4,0.5261568745079088,0.015234439366567433
x5,0.1164114721528296,0.0034323035193476706
