,S2,S2_conf
"('x1', 'x2')",0.016741011649903464,0.013181587115790323
"('x1', 'x3')",0.002203548789147882,0.013227437715901319
"('x1', 'x4')",0.002582358422742681,0.015473741238478464
"('x1', 'x5')",-0.000645945080765431,0.013177537257210954
"('x2', 'x3')",0.06227306847412392,0.016516690175313712
"('x2', 'x4')",0.03035773393834451,0.016516217480325966
"('x2', 'x5')",0.01863022786926083,0.016948668422906297
"('x3', 'x4')",0.006945422782793476,0.01048915589139158
"('x3', 'x5')",0.0035550003797302915,0.0106064342249115
"('x4', 'x5')",0.002237388493080611,0.019251818305993647
