,S2,S2_conf
"('x1', 'x2')",0.013862975112536938,0.017990270907869366
"('x1', 'x3')",0.022231499042209613,0.020309681726496675
"('x1', 'x4')",0.008190073709913037,0.019431826630589212
"('x1', 'x5')",0.0037237974743961795,0.018147890194319644
"('x2', 'x3')",0.03567687130420433,0.01662672529558227
"('x2', 'x4')",0.010022679659334094,0.015271152434344461
"('x2', 'x5')",0.0034873032004331846,0.015470425064310598
"('x3', 'x4')",0.0029159463575899325,0.019818826658016042
"('x3', 'x5')",0.004289709413871041,0.018108653668997284
"('x4', 'x5')",0.00031975964268317683,0.014126329115436445
