,ST,ST_conf
x1,0.2066850070909481,0.007444897291571878
x2,0.3749233060161901,0.010878401599417376
x3,0.2798564693956981,0.008586130709179464
x4,0.11709790842161309,0.004889440741382211
x5,0.16367374755079908,0.004462527349523688
