,S2,S2_conf
"('x1', 'x2')",0.05556640535861923,0.02558279176134894
"('x1', 'x3')",0.02216520813922295,0.02107399962955915
"('x1', 'x4')",0.0011719866044189089,0.019543072699987205
"('x1', 'x5')",0.010059284397267373,0.0214214101164056
"('x2', 'x3')",0.02273680685450232,0.03125040728442485
"('x2', 'x4')",0.013797788525616824,0.028592143763642792
"('x2', 'x5')",0.02424325667800846,0.028360952857963286
"('x3', 'x4')",0.024416833268453578,0.014647465193062894
"('x3', 'x5')",0.012756509958156428,0.014886822649859837
"('x4', 'x5')",0.0009874455807351717,0.011238294428024183
