,ST,ST_conf
x1,0.032999002348423276,0.0019935224146593023
x2,0.43705778424265157,0.012269296284631833
x3,0.13486508219063376,0.00487846422229479
x4,0.5218271867500699,0.015571312781890695
x5,0.03029887613383273,0.0015240677265431354
