,S2,S2_conf
"('x1', 'x2')",0.016628671107067894,0.015459985519848438
"('x1', 'x3')",0.026996936401961318,0.015925918779807403
"('x1', 'x4')",0.05300022762622478,0.019368068983302275
"('x1', 'x5')",0.021390006143022746,0.015722103759697563
"('x2', 'x3')",0.07744036096359769,0.022568937059354373
"('x2', 'x4')",0.08772699220775546,0.024327699808006028
"('x2', 'x5')",0.019003167421344485,0.02048117272267112
"('x3', 'x4')",0.01586083444248501,0.01788635819087411
"('x3', 'x5')",0.03171291452656688,0.015136666265149267
"('x4', 'x5')",0.021092065140302523,0.02065453637636906
