,S1,S1_conf
x1,0.15220442027515557,0.010400948768459938
x2,0.5701285909217908,0.02104246432866694
x3,0.0455382469712963,0.00834462910972366
x4,0.09731388323336695,0.008047416343564177
x5,0.020980098814828454,0.004250649853930437
