,S2,S2_conf
"('x1', 'x2')",0.01758522787363148,0.019235437629363382
"('x1', 'x3')",0.007605491209708604,0.016950142415199963
"('x1', 'x4')",-0.0009364332602498394,0.01605402885390045
"('x1', 'x5')",0.002414688314201663,0.017830058265831325
"('x2', 'x3')",0.00651722923864359,0.026685089310688328
"('x2', 'x4')",0.036987176233894,0.024609260669544483
"('x2', 'x5')",0.002439344951952721,0.026175222598114906
"('x3', 'x4')",0.000983708182373224,0.014049708461374244
"('x3', 'x5')",0.001581460842391802,0.014338053920614182
"('x4', 'x5')",0.0013529024879810614,0.009340167989397687
