,ST,ST_conf
x1,0.13606435897911848,0.005258159808368722
x2,0.37570697125791674,0.012239056434255852
x3,0.556738645347819,0.01665288731354759
x4,0.06712298182772189,0.002136386107089373
x5,0.020409620620789052,0.0012902255377632633
