,S2,S2_conf
"('x1', 'x2')",0.023193376265322585,0.015927351270513496
"('x1', 'x3')",0.01912214891880297,0.015026421215512318
"('x1', 'x4')",0.030818533402025672,0.017766708991042882
"('x1', 'x5')",0.015194540547503056,0.015611458379506856
"('x2', 'x3')",0.08355308413165032,0.0243337646590229
"('x2', 'x4')",0.044444567691746484,0.024721383748162296
"('x2', 'x5')",0.034023276449212776,0.02080266215897033
"('x3', 'x4')",0.011245801540711864,0.018327464508155932
"('x3', 'x5')",0.021103270289163846,0.017649208859434044
"('x4', 'x5')",0.008676577443240692,0.021085048250497486
