,S2,S2_conf
"('x1', 'x2')",0.0160569242405941,0.014670288863202522
"('x1', 'x3')",0.013679287155298994,0.01478340703885123
"('x1', 'x4')",0.007764947164076108,0.01608130629237263
"('x1', 'x5')",0.005103739430706883,0.015398743989133335
"('x2', 'x3')",0.05057064010593153,0.019658936399616803
"('x2', 'x4')",0.02063871910832976,0.020743401819287556
"('x2', 'x5')",0.02455685119716844,0.019461713775336155
"('x3', 'x4')",0.007637733205523245,0.017761703760287104
"('x3', 'x5')",0.004075040332501875,0.016536854518795416
"('x4', 'x5')",0.005397224282493562,0.022438466211870307
