,ST,ST_conf
x1,0.0860039043059613,0.003653974427697665
x2,0.4168873103864264,0.012560094926904535
x3,0.5908661821081237,0.017669171490650528
x4,0.08122938269583041,0.0025631351696585613
x5,0.01554112189207542,0.0010677909340997978
