,ST,ST_conf
x1,0.2421339169250957,0.008132419751844974
x2,0.3078732535679422,0.010850408475823928
x3,0.17141603936787617,0.005318136346519672
x4,0.2793061744400674,0.010378800403878292
x5,0.1525343230318491,0.004750661370753804
