,ST,ST_conf
x1,0.18121136547353253,0.006841741688852348
x2,0.308375362836627,0.010561719737817377
x3,0.4275785254724828,0.013580350904221482
x4,0.08814167422717738,0.0038743094000176772
x5,0.13634962441657114,0.004336753489570563
