,S2,S2_conf
"('x1', 'x2')",0.017682766775604847,0.017129766652299337
"('x1', 'x3')",0.018362385952475913,0.015298646279462327
"('x1', 'x4')",0.003185218755260927,0.014578745188800585
"('x1', 'x5')",0.003916691924375212,0.014592111914240792
"('x2', 'x3')",0.025120767040767378,0.018675518401335838
"('x2', 'x4')",0.028432752679185186,0.016870767951435838
"('x2', 'x5')",0.0005612712803769425,0.016088432889814076
"('x3', 'x4')",0.0031720440902330282,0.020490444801590568
"('x3', 'x5')",0.0022444724681748816,0.01934002541307185
"('x4', 'x5')",-0.0030863398205596172,0.010955670865971509
