,ST,ST_conf
x1,0.18021559052805486,0.006399897019206452
x2,0.27074888658372254,0.007538190943326879
x3,0.6086116711282494,0.014238939690111745
x4,0.061359221705720765,0.0020768164008565307
x5,0.026980334722359438,0.0015901360567891101
