,S2,S2_conf
"('x1', 'x2')",0.013041864350036736,0.013068492014974068
"('x1', 'x3')",0.006082661201095962,0.012793431870246631
"('x1', 'x4')",-7.837211378235003e-05,0.01170521929260823
"('x1', 'x5')",0.0015618271801802683,0.011829392124038121
"('x2', 'x3')",0.06066422032075003,0.027185432503718708
"('x2', 'x4')",0.03243926493957583,0.022380048715023623
"('x2', 'x5')",-0.0007575044591327726,0.022377154847586702
"('x3', 'x4')",0.0021608249662233864,0.016699585970258925
"('x3', 'x5')",0.003910357366693797,0.016521642966466098
"('x4', 'x5')",-0.0024728346043167444,0.008839009673581165
