,ST,ST_conf
x1,0.09241000953915925,0.0033092372275760193
x2,0.3331570603419509,0.009235258214967164
x3,0.676663298565413,0.01717576967485863
x4,0.13650623800600217,0.004668316091856316
x5,0.029831450860790622,0.0013907733957788488
