,ST,ST_conf
x1,0.1482916408519502,0.006036220411104738
x2,0.6574454000812924,0.017261416106332837
x3,0.15404158718177183,0.00502400728923871
x4,0.1067762257881918,0.003555728318464265
x5,0.12502873590134786,0.004614769133034772
