,S2,S2_conf
"('x1', 'x2')",0.0021984567915754975,0.014733792770468495
"('x1', 'x3')",0.019818038987843734,0.015163705380833078
"('x1', 'x4')",0.008398251386257702,0.01443809130735615
"('x1', 'x5')",-0.0008655797482800542,0.014057702008585983
"('x2', 'x3')",0.04001936438940479,0.013265562736393661
"('x2', 'x4')",0.05219618560003143,0.014723671386144752
"('x2', 'x5')",-0.001376600772616681,0.015493881911863872
"('x3', 'x4')",0.026210419183604464,0.022608327168873312
"('x3', 'x5')",0.006026073185263658,0.02017167459288371
"('x4', 'x5')",-0.0035383922796376685,0.01359017002201058
