,S2,S2_conf
"('x1', 'x2')",0.014572351059963629,0.016241015624586196
"('x1', 'x3')",0.012399326281178125,0.01768857768756985
"('x1', 'x4')",0.0012019773468729955,0.014793617273747119
"('x1', 'x5')",0.004221547337341813,0.01547887632966639
"('x2', 'x3')",0.004948148776720118,0.017870387146069037
"('x2', 'x4')",0.027003139541921378,0.01553491245935499
"('x2', 'x5')",0.0024888711166184407,0.016237581154467533
"('x3', 'x4')",0.009060974227874247,0.019592593626898063
"('x3', 'x5')",0.0028787069047576386,0.020778025016290554
"('x4', 'x5')",0.001534818844087571,0.013114095951276836
