,S2,S2_conf
"('x1', 'x2')",0.001057016601251428,0.01319572587056306
"('x1', 'x3')",0.008637411603098166,0.014343374901566754
"('x1', 'x4')",0.017717359414302095,0.01424809818878446
"('x1', 'x5')",-0.0013087764285331024,0.012245515999051406
"('x2', 'x3')",0.04203219665881597,0.01460425553817674
"('x2', 'x4')",0.0454170928164246,0.014322489140074302
"('x2', 'x5')",-0.0019276624130403937,0.012967312442069903
"('x3', 'x4')",0.05149537659348104,0.02552716034363028
"('x3', 'x5')",0.005724044382018602,0.023488723474796816
"('x4', 'x5')",-0.0038104341253716797,0.015046200132954428
