,S2,S2_conf
"('x1', 'x2')",0.018163359051537875,0.017751684049904133
"('x1', 'x3')",0.01202837171112886,0.017325194211821764
"('x1', 'x4')",0.008554252259548673,0.01664628510560877
"('x1', 'x5')",0.004340725162482323,0.016762038552816407
"('x2', 'x3')",0.008448919568759983,0.017659616340428962
"('x2', 'x4')",0.02555799002028966,0.016667163231251485
"('x2', 'x5')",0.005600746199205531,0.015768333322756345
"('x3', 'x4')",0.008844561112074517,0.017605619264941287
"('x3', 'x5')",0.0024412523019589627,0.018796127755785555
"('x4', 'x5')",-0.0009235590601918975,0.012718660563478078
