,S1,S1_conf
x1,0.11345175955535566,0.01050725920058712
x2,0.05784530520771011,0.010649503797516708
x3,0.5563605470745946,0.02144154076981159
x4,0.004579780170162619,0.009314046011573974
x5,0.011173050303092161,0.004325879221926177
