,S2,S2_conf
"('x1', 'x2')",0.050733653683622204,0.025342407434474915
"('x1', 'x3')",0.017884835980926286,0.020620398744824894
"('x1', 'x4')",0.0031653391518533386,0.021715560916209926
"('x1', 'x5')",0.014076209016904026,0.021991084939495496
"('x2', 'x3')",0.022761574152306965,0.02863282724789306
"('x2', 'x4')",0.021841745989755426,0.028961797925662048
"('x2', 'x5')",0.022269742689138658,0.029479957578392123
"('x3', 'x4')",0.02458810191589511,0.015857043497452674
"('x3', 'x5')",0.011688313453920268,0.01644945634330894
"('x4', 'x5')",0.0028860152971152964,0.014374990518191876
