,S2,S2_conf
"('x1', 'x2')",0.01547171019739324,0.016236949952045054
"('x1', 'x3')",0.009487486045943294,0.015110724405917075
"('x1', 'x4')",-1.8630508878944574e-05,0.012750357975633758
"('x1', 'x5')",0.002231455777890536,0.013122390574699397
"('x2', 'x3')",0.054186100105484525,0.023169747405335762
"('x2', 'x4')",0.01962250363046808,0.022865817454000643
"('x2', 'x5')",0.001574506809646963,0.022781453786383157
"('x3', 'x4')",0.0035713851538412555,0.0190657389944375
"('x3', 'x5')",0.005353580424689557,0.019457928860723426
"('x4', 'x5')",-0.002725921972192684,0.007881287928869952
