,ST,ST_conf
x1,0.1919722900238123,0.0060008174951542035
x2,0.24658898394575418,0.007379690569425353
x3,0.7444800141529818,0.018605187565190414
x4,0.16966125697207657,0.005810807855843471
x5,0.04266244010787202,0.0019223244684182209
