,S2,S2_conf
"('x1', 'x2')",0.01910262431869436,0.018488477396669742
"('x1', 'x3')",0.004639288372456446,0.01687212124212092
"('x1', 'x4')",0.00029849352886823777,0.016385704922143054
"('x1', 'x5')",0.0036996451008404485,0.017199143708542645
"('x2', 'x3')",0.011240368617530916,0.020683982544398072
"('x2', 'x4')",0.05093794642017699,0.02105394330931574
"('x2', 'x5')",0.005081461229123951,0.02148913932673539
"('x3', 'x4')",0.0027854738574877302,0.011302999358955483
"('x3', 'x5')",-0.00028785254601104704,0.011489525956932091
"('x4', 'x5')",0.0037311272846711485,0.013719470317976445
