,S2,S2_conf
"('x1', 'x2')",0.01752423902874345,0.017361327152121825
"('x1', 'x3')",0.009426988587287688,0.01501549722242658
"('x1', 'x4')",0.0006145594689104389,0.012851336625389571
"('x1', 'x5')",0.002712332843621085,0.013229632754289096
"('x2', 'x3')",0.05416852259253507,0.025656710068080492
"('x2', 'x4')",0.016609087271404782,0.024362455752793933
"('x2', 'x5')",0.0025083612064789986,0.02393083394809194
"('x3', 'x4')",0.003610215525861188,0.019084355059227075
"('x3', 'x5')",0.005763715253949625,0.01940507838783597
"('x4', 'x5')",-0.002403587160639947,0.009162095164093238
