,S2,S2_conf
"('x1', 'x2')",0.026662155414079403,0.022891666134293304
"('x1', 'x3')",0.013588624990564388,0.018500346582542525
"('x1', 'x4')",-0.0007650687692643474,0.016980009057149442
"('x1', 'x5')",0.004207319354578465,0.01848658753137667
"('x2', 'x3')",0.009655433227082025,0.024386521271643653
"('x2', 'x4')",0.02981003329596805,0.023140019102436696
"('x2', 'x5')",0.0049194905219780705,0.024336660682052293
"('x3', 'x4')",0.00757834600008641,0.013761154313844474
"('x3', 'x5')",0.004210014937588685,0.01380226028726277
"('x4', 'x5')",0.0018376589584340741,0.00874285165091985
