,S2,S2_conf
"('x1', 'x2')",0.015366919430901377,0.01763899745332149
"('x1', 'x3')",0.00876365194646864,0.016574878234827426
"('x1', 'x4')",0.0098196512611054,0.018887100658851495
"('x1', 'x5')",0.004426263942498065,0.0167400605687152
"('x2', 'x3')",0.11351395399613495,0.021536683605155545
"('x2', 'x4')",0.02966243536293628,0.022002478552134552
"('x2', 'x5')",0.020705949759417835,0.020703196273007884
"('x3', 'x4')",0.025667939976749266,0.012776519943044034
"('x3', 'x5')",0.002502111822493408,0.014166929740024627
"('x4', 'x5')",0.0026151267388278,0.017511774337337676
