,ST,ST_conf
x1,0.26457105899825417,0.007840460815099207
x2,0.4110373598313263,0.012147346552107332
x3,0.13053230346340705,0.0044956268173546145
x4,0.18589486519124215,0.008052766528633255
x5,0.16622491144311588,0.004848435907830485
