,S2,S2_conf
"('x1', 'x2')",0.01842127295588586,0.01668934073999789
"('x1', 'x3')",0.005094232960789757,0.012743756873745366
"('x1', 'x4')",0.0007842382486313148,0.012300672603200122
"('x1', 'x5')",0.0020047306098727458,0.012809757722323489
"('x2', 'x3')",0.043161298055742536,0.027782482012150746
"('x2', 'x4')",0.016741647915220606,0.024547720564586165
"('x2', 'x5')",0.00558563428569471,0.025902133964506923
"('x3', 'x4')",0.005276332962720854,0.014771479283035648
"('x3', 'x5')",0.005915806623147071,0.015249216674100206
"('x4', 'x5')",-0.002562707721665225,0.008323205122790755
