,S2,S2_conf
"('x1', 'x2')",0.01825333697613024,0.014559623059160962
"('x1', 'x3')",0.005698059258457178,0.011996713342817456
"('x1', 'x4')",0.00035946319232503694,0.011243724559734141
"('x1', 'x5')",0.0022970565924244485,0.012383745109004349
"('x2', 'x3')",0.03522793571591565,0.02616504833902739
"('x2', 'x4')",0.021010008713189254,0.02215516410566717
"('x2', 'x5')",0.00561335313226749,0.022740568611016698
"('x3', 'x4')",0.0044427503300723,0.017021523700030277
"('x3', 'x5')",0.005942411425814059,0.018391957494832713
"('x4', 'x5')",-0.0022407405979467804,0.007557139299681968
