,S2,S2_conf
"('x1', 'x2')",0.01759831668164455,0.01830504653786021
"('x1', 'x3')",0.0059262139197182595,0.016566496287931987
"('x1', 'x4')",0.0010285343567161404,0.015590320350863033
"('x1', 'x5')",0.003014143521768764,0.01477089376799862
"('x2', 'x3')",0.011868047083140265,0.021677377309970165
"('x2', 'x4')",0.04265689118328307,0.020697172877014298
"('x2', 'x5')",0.0020948470220804594,0.020040824112508702
"('x3', 'x4')",0.005627520840119929,0.01938472141791233
"('x3', 'x5')",0.004285730529110493,0.020010397982536732
"('x4', 'x5')",0.001939567646306678,0.01226595622299176
