,ST,ST_conf
x1,0.2486252707411383,0.009341014936455465
x2,0.23558324461600672,0.007828604461011466
x3,0.44177796084107696,0.013589382203201147
x4,0.20676204770942713,0.006148955546159852
x5,0.023113378923235086,0.0016718245472214747
