,S2,S2_conf
"('x1', 'x2')",-0.0015413876202790971,0.013905414973624021
"('x1', 'x3')",0.016707560278130695,0.013768630230266784
"('x1', 'x4')",0.003168419283087552,0.013739197348938557
"('x1', 'x5')",-0.000606857790351259,0.013821842443274491
"('x2', 'x3')",0.0729496869128281,0.017458945279359993
"('x2', 'x4')",0.0013173854987453062,0.01772489038497185
"('x2', 'x5')",0.004624298329068466,0.01752702339377621
"('x3', 'x4')",0.022239233542224117,0.018721069382590404
"('x3', 'x5')",0.0025928316018036385,0.01859952334230661
"('x4', 'x5')",0.00033181944030504645,0.013882008557439875
