,ST,ST_conf
x1,0.173294149765819,0.006124212667540423
x2,0.3019147610036635,0.009498672896366384
x3,0.5907647753399758,0.01605623205981713
x4,0.06255968447270069,0.0019471474803653551
x5,0.025935221353593666,0.0014292965256310082
