,ST,ST_conf
x1,0.2618828021287878,0.009466881301933414
x2,0.20519792121997546,0.006926080193746661
x3,0.31590083074800746,0.00829161370563036
x4,0.21570421265836992,0.00842805883403716
x5,0.16487145355923316,0.00481662506750148
