4.1402e-01	4.1098e-01	4.2366e-01	4.3645e-01	4.4936e-01	4.6239e-01	4.7553e-01	4.9121e-01	5.1406e-01	5.2803e-01	5.5800e-01	6.6291e-01	7.5850e-01	9.6008e-01
4.5551e-01	4.6746e-01	4.8065e-01	4.9396e-01	5.0738e-01	5.2093e-01	5.3843e-01	5.4761e-01	5.5932e-01	6.1842e-01	6.7315e-01	8.3895e-01	1.0402e+00	9.4399e-01
5.2241e-01	5.3216e-01	5.4504e-01	5.5802e-01	5.6996e-01	5.8290e-01	5.9775e-01	6.1274e-01	6.3987e-01	7.0723e-01	7.7805e-01	1.1093e+00	1.0120e+00	8.5717e-01
5.3862e-01	5.4348e-01	5.5408e-01	5.6476e-01	5.8222e-01	6.0263e-01	6.2321e-01	6.4001e-01	7.0508e-01	7.7889e-01	8.7116e-01	1.0278e+00	8.8548e-01	7.6710e-01
6.3404e-01	6.4330e-01	6.5559e-01	6.7649e-01	7.0027e-01	7.2438e-01	7.4884e-01	8.1876e-01	8.9444e-01	1.0041e+00	1.2132e+00	9.8031e-01	8.4597e-01	7.2075e-01
7.3408e-01	7.0785e-01	7.3726e-01	7.6190e-01	7.8688e-01	8.1223e-01	8.8062e-01	9.6283e-01	1.0785e+00	1.2653e+00	1.1795e+00	8.8411e-01	7.5630e-01	6.3716e-01
7.9674e-01	7.9304e-01	8.2244e-01	8.5165e-01	8.7791e-01	9.4459e-01	1.0296e+00	1.1522e+00	1.3401e+00	1.2369e+00	1.1078e+00	7.9259e-01	6.7099e-01	5.8821e-01
8.8014e-01	8.8248e-01	9.1335e-01	9.4473e-01	1.0107e+00	1.0986e+00	1.2268e+00	1.4144e+00	1.3138e+00	1.1799e+00	1.0240e+00	7.0551e-01	6.1783e-01	5.6052e-01
9.6741e-01	9.7638e-01	1.0088e+00	1.0809e+00	1.1733e+00	1.2991e+00	1.4819e+00	1.3905e+00	1.2657e+00	1.1076e+00	9.2221e-01	6.5478e-01	5.8768e-01	5.3330e-01
1.0400e+00	1.0750e+00	1.1518e+00	1.2474e+00	1.3696e+00	1.5463e+00	1.4516e+00	1.3415e+00	1.2039e+00	1.0119e+00	8.2555e-01	6.1532e-01	5.6000e-01	5.0657e-01
1.0820e+00	1.2252e+00	1.3207e+00	1.4395e+00	1.6256e+00	1.5185e+00	1.3835e+00	1.2576e+00	1.1223e+00	9.1327e-01	7.7562e-01	5.8715e-01	5.3279e-01	4.8029e-01
1.1685e+00	1.3432e+00	1.5114e+00	1.7053e+00	1.5937e+00	1.4547e+00	1.3230e+00	1.1917e+00	1.0230e+00	8.6247e-01	7.2848e-01	5.5947e-01	5.0606e-01	4.5949e-01
1.2602e+00	1.4543e+00	1.7524e+00	1.6726e+00	1.5279e+00	1.3924e+00	1.2614e+00	1.1137e+00	9.8016e-01	8.1469e-01	6.8259e-01	5.3228e-01	4.9625e-01	4.6308e-01
1.3199e+00	1.6115e+00	1.6455e+00	1.6034e+00	1.4638e+00	1.3299e+00	1.1849e+00	1.0638e+00	9.3397e-01	7.7629e-01	6.5089e-01	5.3394e-01	4.9994e-01	4.6669e-01
1.4617e+00	1.5009e+00	1.5019e+00	1.4666e+00	1.3934e+00	1.2565e+00	1.1320e+00	1.0138e+00	8.8624e-01	7.4320e-01	6.4900e-01	5.3772e-01	5.0364e-01	4.7052e-01
1.4100e+00	1.3610e+00	1.3583e+00	1.3321e+00	1.2895e+00	1.2024e+00	1.0803e+00	9.6664e-01	8.5409e-01	7.4419e-01	6.5588e-01	5.4036e-01	5.0734e-01	4.7657e-01
