0.463354	0.499213	0.610932	0.719833	0.861439	0.909729	0.969286	1.021373	1.120831	1.225944	1.365697	1.569583	5.000000
0.463461	0.523445	0.594703	0.702507	0.846432	0.951535	1.018041	1.131936	1.280645	1.449507	1.678271	5.000000	1.707089
0.467667	0.517007	0.591123	0.716834	0.866212	0.974977	1.140913	1.331334	1.508762	1.785584	5.000000	1.801426	1.512467
0.478623	0.528048	0.625865	0.779986	0.916290	1.083872	1.265136	1.514466	1.866389	5.000000	1.884602	1.597566	1.373703
0.489659	0.553981	0.685671	0.845462	1.027542	1.198772	1.405184	1.794979	5.000000	1.947440	1.654151	1.422177	1.257608
0.500779	0.605472	0.747677	0.966133	1.140190	1.320008	1.708460	5.000000	1.840038	1.640779	1.473372	1.300769	1.151634
0.551153	0.662633	0.848605	1.076040	1.255205	1.647739	5.000000	1.756167	1.529079	1.372320	1.276864	1.185250	1.077559
0.615222	0.747657	0.950418	1.185667	1.541382	5.000000	1.595921	1.375911	1.234625	1.141879	1.055588	1.005023	1.008552
0.693122	0.890628	1.100034	1.459084	5.000000	1.489600	1.275747	1.148994	1.059803	0.974313	0.935666	0.908236	0.913499
0.840375	1.065159	1.415913	5.000000	1.387733	1.179804	1.066645	0.980872	0.903036	0.873552	0.833139	0.801135	0.832872
1.022164	1.320121	5.000000	1.354695	1.128603	1.000913	0.886595	0.806288	0.764459	0.723598	0.690764	0.705750	0.735295
1.222927	5.000000	1.267965	1.044523	0.922094	0.812279	0.734944	0.680214	0.627210	0.595872	0.594619	0.615417	0.642912
5.000000	1.149546	0.938097	0.841204	0.740891	0.677401	0.624486	0.573240	0.541864	0.527424	0.513119	0.529868	0.555448
